chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	score	pvalue	qvalue
chr2	334000	336000	chr2	350000	352000	3402	3410	-0.0772784305	0.2208313987437469	0.5245344503783143
chr2	334000	336000	chr2	364000	366000	3402	3417			
chr2	350000	352000	chr2	364000	366000	3410	3417	0.2173005326	0.0006078990147700764	0.011993683264382589
chr2	350000	352000	chr2	394000	396000	3410	3432			
chr2	364000	366000	chr2	394000	396000	3417	3432			
chr2	364000	366000	chr2	412000	414000	3417	3441			
chr2	394000	396000	chr2	412000	414000	3432	3441	0.0589848727	0.35927069550753554	0.6774818585967793
chr2	394000	396000	chr2	442000	444000	3432	3456			
chr2	412000	414000	chr2	442000	444000	3441	3456			
chr2	412000	414000	chr2	460000	462000	3441	3465			
chr2	442000	444000	chr2	460000	462000	3456	3465	0.0370024812	0.5520979521650518	0.8373230714968583
chr2	442000	444000	chr2	468000	470000	3456	3469			
chr2	442000	444000	chr2	478000	480000	3456	3474			
chr2	442000	444000	chr2	480000	482000	3456	3475			
chr2	460000	462000	chr2	478000	480000	3465	3474			
chr2	460000	462000	chr2	480000	482000	3465	3475			
chr2	460000	462000	chr2	498000	500000	3465	3484			
chr2	468000	470000	chr2	478000	480000	3469	3474	0.0434476423	0.5190317615804407	0.8142403709607201
chr2	468000	470000	chr2	480000	482000	3469	3475	-0.0520109406	0.428820395400925	0.7429720458291342
chr2	468000	470000	chr2	498000	500000	3469	3484			
chr2	468000	470000	chr2	512000	514000	3469	3491			
chr2	468000	470000	chr2	516000	518000	3469	3493			
chr2	478000	480000	chr2	498000	500000	3474	3484			
chr2	478000	480000	chr2	512000	514000	3474	3491			
chr2	478000	480000	chr2	516000	518000	3474	3493			
chr2	480000	482000	chr2	498000	500000	3475	3484	-0.0029364962	0.9623799300728699	1
chr2	480000	482000	chr2	512000	514000	3475	3491			
chr2	480000	482000	chr2	516000	518000	3475	3493			
chr2	480000	482000	chr2	530000	532000	3475	3500			
chr2	498000	500000	chr2	512000	514000	3484	3491	-0.0076679810	0.9052425491000451	1
chr2	498000	500000	chr2	516000	518000	3484	3493	0.0356039471	0.5672366818612906	0.8439187046713496
chr2	498000	500000	chr2	530000	532000	3484	3500	0.0355689152	0.547321387151813	0.8318069659003958
chr2	498000	500000	chr2	538000	540000	3484	3504			
chr2	498000	500000	chr2	540000	542000	3484	3505			
chr2	512000	514000	chr2	530000	532000	3491	3500	0.1272948211	0.03980082654987537	0.19631876123522765
chr2	512000	514000	chr2	538000	540000	3491	3504	0.0275830983	0.6443175408894897	0.8980679466762016
chr2	512000	514000	chr2	540000	542000	3491	3505			
chr2	512000	514000	chr2	550000	552000	3491	3510			
chr2	512000	514000	chr2	562000	564000	3491	3516			
chr2	516000	518000	chr2	530000	532000	3493	3500	0.0966158742	0.13243338581826833	0.3929986170188609
chr2	516000	518000	chr2	538000	540000	3493	3504	0.0099710369	0.8696135151645128	1
chr2	516000	518000	chr2	540000	542000	3493	3505			
chr2	516000	518000	chr2	550000	552000	3493	3510			
chr2	516000	518000	chr2	562000	564000	3493	3516			
chr2	530000	532000	chr2	540000	542000	3500	3505	-0.0315415040	0.6397907779909766	0.8956993226718952
chr2	530000	532000	chr2	550000	552000	3500	3510			
chr2	530000	532000	chr2	562000	564000	3500	3516			
chr2	530000	532000	chr2	574000	576000	3500	3522			
chr2	538000	540000	chr2	550000	552000	3504	3510	0.1615559109	0.013243966980537585	0.09932975235403188
chr2	538000	540000	chr2	562000	564000	3504	3516			
chr2	538000	540000	chr2	574000	576000	3504	3522			
chr2	538000	540000	chr2	584000	586000	3504	3527			
chr2	540000	542000	chr2	550000	552000	3505	3510	0.1144742117	0.0881193717080505	0.3112603613558558
chr2	540000	542000	chr2	562000	564000	3505	3516			
chr2	540000	542000	chr2	574000	576000	3505	3522			
chr2	540000	542000	chr2	584000	586000	3505	3527			
chr2	550000	552000	chr2	562000	564000	3510	3516	-0.0540434787	0.41096828888998305	0.7267948815939579
chr2	550000	552000	chr2	574000	576000	3510	3522	-0.0824140411	0.16997709905095626	0.4490347972516215
chr2	550000	552000	chr2	584000	586000	3510	3527			
chr2	562000	564000	chr2	574000	576000	3516	3522	0.0449304109	0.4943900009045785	0.7951402619052155
chr2	562000	564000	chr2	584000	586000	3516	3527	0.0455020097	0.4535105817578796	0.758738100878347
chr2	562000	564000	chr2	608000	610000	3516	3539			
chr2	562000	564000	chr2	610000	612000	3516	3540			
chr2	574000	576000	chr2	584000	586000	3522	3527	0.0516667529	0.4430667772165645	0.7519488842321875
chr2	574000	576000	chr2	608000	610000	3522	3539			
chr2	574000	576000	chr2	610000	612000	3522	3540			
chr2	584000	586000	chr2	608000	610000	3527	3539			
chr2	584000	586000	chr2	610000	612000	3527	3540			
chr2	608000	610000	chr2	636000	638000	3539	3553			
chr2	608000	610000	chr2	654000	656000	3539	3562			
chr2	608000	610000	chr2	656000	658000	3539	3563			
chr2	610000	612000	chr2	636000	638000	3540	3553			
chr2	610000	612000	chr2	654000	656000	3540	3562			
chr2	610000	612000	chr2	656000	658000	3540	3563			
chr2	636000	638000	chr2	654000	656000	3553	3562			
chr2	636000	638000	chr2	656000	658000	3553	3563			
chr2	636000	638000	chr2	672000	674000	3553	3571			
chr2	636000	638000	chr2	674000	676000	3553	3572			
chr2	636000	638000	chr2	676000	678000	3553	3573			
chr2	654000	656000	chr2	672000	674000	3562	3571	0.1172531115	0.05848208624968714	0.2393939605361025
chr2	654000	656000	chr2	674000	676000	3562	3572	0.1099020353	0.07244184876199139	0.27832920840133535
chr2	654000	656000	chr2	676000	678000	3562	3573	0.1256846249	0.03752286800976751	0.19122986731752498
chr2	654000	656000	chr2	692000	694000	3562	3581			
chr2	654000	656000	chr2	694000	696000	3562	3582			
chr2	656000	658000	chr2	672000	674000	3563	3571	0.0127522133	0.8401972908785339	0.9930016551667509
chr2	656000	658000	chr2	674000	676000	3563	3572	0.0268623404	0.6660489484711475	0.9114362491270748
chr2	656000	658000	chr2	676000	678000	3563	3573	0.0443512367	0.4700118476889399	0.7762639113414618
chr2	656000	658000	chr2	692000	694000	3563	3581			
chr2	656000	658000	chr2	694000	696000	3563	3582			
chr2	672000	674000	chr2	692000	694000	3571	3581	-0.0366642798	0.5504280051790853	0.835948218683909
chr2	672000	674000	chr2	694000	696000	3571	3582	0.0240070541	0.6926348272533464	0.927749401642097
chr2	672000	674000	chr2	712000	714000	3571	3591			
chr2	674000	676000	chr2	692000	694000	3572	3581	-0.0603943362	0.3314194627832906	0.6527055966685309
chr2	674000	676000	chr2	694000	696000	3572	3582	-0.0071818013	0.9069287863482454	1
chr2	674000	676000	chr2	712000	714000	3572	3591			
chr2	676000	678000	chr2	692000	694000	3573	3581	-0.0785976854	0.21301888790435564	0.5154821707298771
chr2	676000	678000	chr2	694000	696000	3573	3582	-0.0305823697	0.6231585383096494	0.8838841961775468
chr2	676000	678000	chr2	712000	714000	3573	3591			
chr2	676000	678000	chr2	726000	728000	3573	3598			
chr2	692000	694000	chr2	712000	714000	3581	3591	0.0100754855	0.8697133749059754	1
chr2	692000	694000	chr2	726000	728000	3581	3598	-0.0429485604	0.46736493627807285	0.7724748758105506
chr2	692000	694000	chr2	732000	734000	3581	3601			
chr2	694000	696000	chr2	712000	714000	3582	3591	-0.0145591417	0.8150851514026828	0.9797348132919114
chr2	694000	696000	chr2	726000	728000	3582	3598	-0.0389295957	0.5100935138351634	0.8065738594216664
chr2	694000	696000	chr2	732000	734000	3582	3601			
chr2	712000	714000	chr2	726000	728000	3591	3598	-0.0500790072	0.43651822813258667	0.7480293363283447
chr2	712000	714000	chr2	732000	734000	3591	3601	-0.0179833231	0.7696911922985281	0.9621098967667
chr2	712000	714000	chr2	746000	748000	3591	3608	-0.0062057547	0.9164153393186114	1
chr2	712000	714000	chr2	750000	752000	3591	3610			
chr2	712000	714000	chr2	762000	764000	3591	3616			
chr2	726000	728000	chr2	746000	748000	3598	3608	0.0818545965	0.18171789054136597	0.4665441738400838
chr2	726000	728000	chr2	750000	752000	3598	3610	0.0667333639	0.26686630058596683	0.5797988078207017
chr2	726000	728000	chr2	762000	764000	3598	3616	0.0673197416	0.25420104254609466	0.5640327083849517
chr2	726000	728000	chr2	764000	766000	3598	3617	0.0399127044	0.4994573346509795	0.797947103407813
chr2	732000	734000	chr2	746000	748000	3601	3608	-0.1165356310	0.06915948434313782	0.2695004816930104
chr2	732000	734000	chr2	750000	752000	3601	3610	-0.0615201598	0.32246279678135725	0.6484789026181565
chr2	732000	734000	chr2	762000	764000	3601	3616	0.1211224129	0.03989155865794009	0.19631876123522765
chr2	732000	734000	chr2	764000	766000	3601	3617	0.1101980912	0.061314876093397745	0.24810789113813794
chr2	732000	734000	chr2	782000	784000	3601	3626			
chr2	746000	748000	chr2	762000	764000	3608	3616	0.1458435869	0.020203274758805935	0.12901707026771012
chr2	746000	748000	chr2	764000	766000	3608	3617	0.1159440217	0.061379761064271725	0.24810789113813794
chr2	746000	748000	chr2	782000	784000	3608	3626	0.0806633699	0.17159032760198012	0.4516620402023275
chr2	746000	748000	chr2	788000	790000	3608	3629			
chr2	746000	748000	chr2	796000	798000	3608	3633			
chr2	750000	752000	chr2	762000	764000	3610	3616	-0.0354256772	0.5901290112632291	0.8556402386504713
chr2	750000	752000	chr2	764000	766000	3610	3617	-0.0517582495	0.42126833071017067	0.7339519842921828
chr2	750000	752000	chr2	782000	784000	3610	3626	0.0347181796	0.5569527085253478	0.8406109108687193
chr2	750000	752000	chr2	788000	790000	3610	3629	0.0450109913	0.44622736087841885	0.7519488842321875
chr2	750000	752000	chr2	796000	798000	3610	3633			
chr2	762000	764000	chr2	782000	784000	3616	3626	0.0736004246	0.23002339463571966	0.5342006725898474
chr2	762000	764000	chr2	788000	790000	3616	3629	0.0928273033	0.11928478456726356	0.37319096886043884
chr2	762000	764000	chr2	796000	798000	3616	3633	-0.0211266335	0.7353055846961403	0.9454880665938837
chr2	762000	764000	chr2	802000	804000	3616	3636	0.0020707286	0.9751659277306066	1
chr2	764000	766000	chr2	782000	784000	3617	3626	0.0914687738	0.14066365484425816	0.40336051592593225
chr2	764000	766000	chr2	788000	790000	3617	3629	0.1384628865	0.020602523579200976	0.13040325618049173
chr2	764000	766000	chr2	796000	798000	3617	3633	-0.0037558268	0.9523624240208104	1
chr2	764000	766000	chr2	802000	804000	3617	3636	0.0088524414	0.8955329643265395	1
chr2	782000	784000	chr2	796000	798000	3626	3633	0.0478205243	0.5094697394855423	0.8061696022206197
chr2	782000	784000	chr2	802000	804000	3626	3636	0.0721522386	0.35612099886008475	0.674075183667749
chr2	788000	790000	chr2	802000	804000	3629	3636			
chr3	12000	14000	chr3	32000	34000	3648	3658			
chr3	12000	14000	chr3	34000	36000	3648	3659			
chr3	12000	14000	chr3	36000	38000	3648	3660			
chr3	12000	14000	chr3	54000	56000	3648	3669			
chr3	32000	34000	chr3	54000	56000	3658	3669	0.1373142096	0.022915088759823784	0.14017889492741364
chr3	34000	36000	chr3	54000	56000	3659	3669	0.0840200987	0.1703810980330862	0.4495597646897094
chr3	36000	38000	chr3	54000	56000	3660	3669	0.0556292050	0.37107540935627115	0.6869443334659626
chr3	36000	38000	chr3	86000	88000	3660	3685			
chr3	54000	56000	chr3	86000	88000	3669	3685			
chr3	54000	56000	chr3	92000	94000	3669	3688			
chr3	54000	56000	chr3	100000	102000	3669	3692			
chr3	54000	56000	chr3	102000	104000	3669	3693			
chr3	86000	88000	chr3	100000	102000	3685	3692			
chr3	86000	88000	chr3	102000	104000	3685	3693			
chr3	86000	88000	chr3	128000	130000	3685	3706			
chr3	86000	88000	chr3	130000	132000	3685	3707			
chr3	86000	88000	chr3	132000	134000	3685	3708			
chr3	92000	94000	chr3	102000	104000	3688	3693	0.2826941479	0.00021659253882654807	0.005580443059178121
chr3	92000	94000	chr3	128000	130000	3688	3706			
chr3	92000	94000	chr3	130000	132000	3688	3707			
chr3	92000	94000	chr3	132000	134000	3688	3708			
chr3	100000	102000	chr3	128000	130000	3692	3706	0.0590747534	0.38804252960164276	0.7014879519371758
chr3	100000	102000	chr3	130000	132000	3692	3707	0.0218032974	0.7414029397975936	0.94913644272456
chr3	100000	102000	chr3	132000	134000	3692	3708			
chr3	102000	104000	chr3	128000	130000	3693	3706	0.1001936214	0.14420871608499475	0.4080324137288611
chr3	102000	104000	chr3	130000	132000	3693	3707	0.0770180070	0.24495291534268135	0.5575222757582062
chr3	102000	104000	chr3	132000	134000	3693	3708			
chr3	190000	192000	chr3	218000	220000	3737	3751			
chr3	190000	192000	chr3	232000	234000	3737	3758			
chr3	192000	194000	chr3	218000	220000	3738	3751			
chr3	192000	194000	chr3	232000	234000	3738	3758			
chr3	218000	220000	chr3	232000	234000	3751	3758	-0.1217201818	0.05756168624480812	0.23792068961453616
chr4	0	2000	chr4	24000	26000	3801	3813			
chr4	0	2000	chr4	26000	28000	3801	3814			
chr4	0	2000	chr4	46000	48000	3801	3824			
chr4	0	2000	chr4	48000	50000	3801	3825			
chr4	24000	26000	chr4	46000	48000	3813	3824	0.0308306382	0.6580238409231843	0.9026187181328451
chr4	24000	26000	chr4	48000	50000	3813	3825			
chr4	24000	26000	chr4	52000	54000	3813	3827			
chr4	24000	26000	chr4	54000	56000	3813	3828			
chr4	24000	26000	chr4	66000	68000	3813	3834			
chr4	26000	28000	chr4	46000	48000	3814	3824	-0.0851129906	0.21092419310482036	0.5123284265194967
chr4	26000	28000	chr4	48000	50000	3814	3825			
chr4	26000	28000	chr4	52000	54000	3814	3827			
chr4	26000	28000	chr4	54000	56000	3814	3828			
chr4	26000	28000	chr4	66000	68000	3814	3834			
chr4	46000	48000	chr4	66000	68000	3824	3834			
chr4	46000	48000	chr4	90000	92000	3824	3846			
chr4	48000	50000	chr4	66000	68000	3825	3834	0.0871123366	0.16068039433429557	0.43390598024970656
chr4	48000	50000	chr4	90000	92000	3825	3846			
chr4	52000	54000	chr4	66000	68000	3827	3834	0.0757960632	0.2384250674425059	0.5473279850095262
chr4	52000	54000	chr4	90000	92000	3827	3846			
chr4	54000	56000	chr4	66000	68000	3828	3834	0.0949256822	0.14786821405454958	0.4143296601177742
chr4	54000	56000	chr4	90000	92000	3828	3846			
chr4	66000	68000	chr4	90000	92000	3834	3846			
chr4	90000	92000	chr4	118000	120000	3846	3860	0.0338017299	0.5694580580573546	0.8443555498616159
chr4	118000	120000	chr4	142000	144000	3860	3872			
chr4	118000	120000	chr4	144000	146000	3860	3873			
chr4	118000	120000	chr4	160000	162000	3860	3881			
chr4	142000	144000	chr4	160000	162000	3872	3881	-0.0179672856	0.7728657592586342	0.9621098967667
chr4	142000	144000	chr4	178000	180000	3872	3890			
chr4	142000	144000	chr4	180000	182000	3872	3891			
chr4	142000	144000	chr4	186000	188000	3872	3894			
chr4	144000	146000	chr4	160000	162000	3873	3881	-0.0693080022	0.2723724240904014	0.5876804027172208
chr4	144000	146000	chr4	178000	180000	3873	3890			
chr4	144000	146000	chr4	180000	182000	3873	3891			
chr4	144000	146000	chr4	186000	188000	3873	3894			
chr4	160000	162000	chr4	178000	180000	3881	3890	0.0924874449	0.1362699860065974	0.395797439462133
chr4	160000	162000	chr4	180000	182000	3881	3891	0.0984509928	0.10786269592512475	0.35047374491991573
chr4	160000	162000	chr4	186000	188000	3881	3894	0.0988349213	0.0970671619185648	0.32957687535140606
chr4	160000	162000	chr4	204000	206000	3881	3903	0.0135158916	0.8191888505316903	0.9803407555543179
chr4	178000	180000	chr4	204000	206000	3890	3903	0.0664698640	0.265323810269136	0.5777965480295602
chr4	178000	180000	chr4	218000	220000	3890	3910			
chr4	180000	182000	chr4	204000	206000	3891	3903	0.0684290426	0.25486666905399813	0.5649372522553198
chr4	180000	182000	chr4	218000	220000	3891	3910			
chr4	186000	188000	chr4	204000	206000	3894	3903	0.0998089604	0.10772028109082489	0.35047374491991573
chr4	186000	188000	chr4	218000	220000	3894	3910			
chr4	186000	188000	chr4	232000	234000	3894	3917			
chr4	186000	188000	chr4	234000	236000	3894	3918			
chr4	204000	206000	chr4	218000	220000	3903	3910	-0.1319827312	0.039308199728595374	0.19564763046732697
chr4	204000	206000	chr4	232000	234000	3903	3917			
chr4	204000	206000	chr4	234000	236000	3903	3918			
chr4	204000	206000	chr4	254000	256000	3903	3928			
chr4	218000	220000	chr4	232000	234000	3910	3917	0.2166626168	0.0006315894229139101	0.012154373933379717
chr4	218000	220000	chr4	234000	236000	3910	3918	0.1707510246	0.006400645755784114	0.06027070440693635
chr4	218000	220000	chr4	254000	256000	3910	3928			
chr4	218000	220000	chr4	262000	264000	3910	3932			
chr4	232000	234000	chr4	254000	256000	3917	3928	0.0499838644	0.4102097670464365	0.7265954662921845
chr4	232000	234000	chr4	262000	264000	3917	3932			
chr4	232000	234000	chr4	278000	280000	3917	3940			
chr4	232000	234000	chr4	280000	282000	3917	3941			
chr4	234000	236000	chr4	254000	256000	3918	3928	0.0284454639	0.6432328000870777	0.8980679466762016
chr4	234000	236000	chr4	262000	264000	3918	3932			
chr4	234000	236000	chr4	278000	280000	3918	3940			
chr4	234000	236000	chr4	280000	282000	3918	3941			
chr4	254000	256000	chr4	278000	280000	3928	3940	0.0032263624	0.95725342361842	1
chr4	254000	256000	chr4	280000	282000	3928	3941	0.0126731494	0.8320495344395382	0.9860327275014009
chr4	254000	256000	chr4	292000	294000	3928	3947			
chr4	262000	264000	chr4	278000	280000	3932	3940	-0.0151844409	0.8102484354685641	0.9775069353911731
chr4	262000	264000	chr4	280000	282000	3932	3941	0.0225275566	0.7174212532704742	0.9393912962384338
chr4	262000	264000	chr4	292000	294000	3932	3947	0.0315722380	0.5939104183157345	0.8573152292933381
chr4	278000	280000	chr4	292000	294000	3940	3947	-0.1113181758	0.08268511453261813	0.3006824177965587
chr4	280000	282000	chr4	292000	294000	3941	3947	-0.1273797933	0.051585187838607376	0.2248668027450385
chr4	292000	294000	chr4	336000	338000	3947	3969			
chr4	336000	338000	chr4	354000	356000	3969	3978	0.0418202118	0.5015047060619738	0.797947103407813
chr4	336000	338000	chr4	372000	374000	3969	3987			
chr4	336000	338000	chr4	374000	376000	3969	3988			
chr4	336000	338000	chr4	376000	378000	3969	3989			
chr4	336000	338000	chr4	378000	380000	3969	3990			
chr4	354000	356000	chr4	372000	374000	3978	3987	-0.0321115698	0.6058784486425367	0.8683729074130598
chr4	354000	356000	chr4	374000	376000	3978	3988	-0.0508817911	0.40709791790567273	0.7237591540641004
chr4	354000	356000	chr4	376000	378000	3978	3989			
chr4	354000	356000	chr4	378000	380000	3978	3990			
chr4	354000	356000	chr4	400000	402000	3978	4001			
chr4	372000	374000	chr4	400000	402000	3987	4001			
chr4	374000	376000	chr4	400000	402000	3988	4001			
chr4	376000	378000	chr4	400000	402000	3989	4001	0.0983948235	0.1010127001566682	0.34033509745092827
chr4	378000	380000	chr4	400000	402000	3990	4001	0.0331858234	0.5847165955339026	0.8556402386504713
chr4	400000	402000	chr4	434000	436000	4001	4018			
chr4	400000	402000	chr4	436000	438000	4001	4019			
chr4	434000	436000	chr4	474000	476000	4018	4038			
chr4	434000	436000	chr4	476000	478000	4018	4039			
chr4	434000	436000	chr4	478000	480000	4018	4040			
chr4	436000	438000	chr4	474000	476000	4019	4038			
chr4	436000	438000	chr4	476000	478000	4019	4039			
chr4	436000	438000	chr4	478000	480000	4019	4040			
chr4	474000	476000	chr4	492000	494000	4038	4047	-0.0428964641	0.49054495346007565	0.7922518053669363
chr4	476000	478000	chr4	492000	494000	4039	4047	-0.0646191727	0.3062395225743245	0.6279630659529688
chr4	476000	478000	chr4	526000	528000	4039	4064			
chr4	478000	480000	chr4	492000	494000	4040	4047	-0.1283934163	0.04504178755493165	0.21050997614995134
chr4	478000	480000	chr4	526000	528000	4040	4064			
chr4	492000	494000	chr4	526000	528000	4047	4064			
chr4	526000	528000	chr4	554000	556000	4064	4078			
chr4	554000	556000	chr4	582000	584000	4078	4092			
chr4	554000	556000	chr4	584000	586000	4078	4093			
chr4	582000	584000	chr4	606000	608000	4092	4104	-0.1326238217	0.026666271840275337	0.1509021584759767
chr4	582000	584000	chr4	624000	626000	4092	4113			
chr4	584000	586000	chr4	606000	608000	4093	4104	-0.1475455446	0.0144144555993314	0.10418368898526656
chr4	584000	586000	chr4	624000	626000	4093	4113			
chr4	606000	608000	chr4	624000	626000	4104	4113			
chr4	606000	608000	chr4	638000	640000	4104	4120			
chr4	606000	608000	chr4	640000	642000	4104	4121			
chr4	606000	608000	chr4	654000	656000	4104	4128			
chr4	624000	626000	chr4	638000	640000	4113	4120	0.0089801351	0.89719534681941	1
chr4	624000	626000	chr4	640000	642000	4113	4121	-0.0205254436	0.7628780578006088	0.9579718730409021
chr4	624000	626000	chr4	654000	656000	4113	4128			
chr4	624000	626000	chr4	660000	662000	4113	4131			
chr4	624000	626000	chr4	662000	664000	4113	4132			
chr4	624000	626000	chr4	672000	674000	4113	4137			
chr4	638000	640000	chr4	654000	656000	4120	4128	0.3457121937	3.189336046603631e-07	3.031698490783986e-05
chr4	638000	640000	chr4	660000	662000	4120	4131	0.3340267697	3.307262535191377e-07	3.031698490783986e-05
chr4	638000	640000	chr4	662000	664000	4120	4132			
chr4	638000	640000	chr4	672000	674000	4120	4137			
chr4	640000	642000	chr4	654000	656000	4121	4128	0.3504035303	3.4608430260091167e-07	3.031698490783986e-05
chr4	640000	642000	chr4	660000	662000	4121	4131	0.3014209995	5.914569111908606e-06	0.0003012303803506941
chr4	640000	642000	chr4	662000	664000	4121	4132			
chr4	640000	642000	chr4	672000	674000	4121	4137			
chr4	640000	642000	chr4	690000	692000	4121	4146			
chr4	654000	656000	chr4	672000	674000	4128	4137			
chr4	654000	656000	chr4	690000	692000	4128	4146			
chr4	654000	656000	chr4	696000	698000	4128	4149			
chr4	654000	656000	chr4	698000	700000	4128	4150			
chr4	660000	662000	chr4	672000	674000	4131	4137	-0.2856644332	3.7198094271696886e-05	0.0013354725648363308
chr4	660000	662000	chr4	690000	692000	4131	4146			
chr4	660000	662000	chr4	696000	698000	4131	4149			
chr4	660000	662000	chr4	698000	700000	4131	4150			
chr4	662000	664000	chr4	672000	674000	4132	4137	-0.3024441540	2.0631487719538254e-05	0.0007967784887399739
chr4	662000	664000	chr4	690000	692000	4132	4146			
chr4	662000	664000	chr4	696000	698000	4132	4149			
chr4	662000	664000	chr4	698000	700000	4132	4150			
chr4	662000	664000	chr4	712000	714000	4132	4157			
chr4	672000	674000	chr4	690000	692000	4137	4146			
chr4	672000	674000	chr4	696000	698000	4137	4149			
chr4	672000	674000	chr4	698000	700000	4137	4150			
chr4	672000	674000	chr4	712000	714000	4137	4157			
chr4	690000	692000	chr4	712000	714000	4146	4157	-0.0926040003	0.1263054887224262	0.38686576266029843
chr4	690000	692000	chr4	732000	734000	4146	4167			
chr4	690000	692000	chr4	734000	736000	4146	4168			
chr4	696000	698000	chr4	712000	714000	4149	4157	-0.0843961181	0.1810263330769791	0.4658609511616736
chr4	696000	698000	chr4	732000	734000	4149	4167			
chr4	696000	698000	chr4	734000	736000	4149	4168			
chr4	698000	700000	chr4	712000	714000	4150	4157	-0.0495909571	0.4410088638121229	0.750434663363286
chr4	698000	700000	chr4	732000	734000	4150	4167			
chr4	698000	700000	chr4	734000	736000	4150	4168			
chr4	712000	714000	chr4	732000	734000	4157	4167	-0.0469463943	0.44439414912050246	0.7519488842321875
chr4	712000	714000	chr4	734000	736000	4157	4168	-0.0379309708	0.5321533285471074	0.8236153989527669
chr4	712000	714000	chr4	762000	764000	4157	4182			
chr4	732000	734000	chr4	762000	764000	4167	4182			
chr4	732000	734000	chr4	780000	782000	4167	4191			
chr4	734000	736000	chr4	762000	764000	4168	4182	0.0002808099	0.9962308437667234	1
chr4	734000	736000	chr4	780000	782000	4168	4191			
chr4	762000	764000	chr4	780000	782000	4182	4191	-0.1681119510	0.006407668447939193	0.06027070440693635
chr4	780000	782000	chr4	824000	826000	4191	4213			
chr4	824000	826000	chr4	840000	842000	4213	4221	-0.1529927671	0.014761767955524885	0.10433427239717359
chr4	824000	826000	chr4	864000	866000	4213	4233	0.2170331895	0.0005420982972307397	0.01109528290593757
chr4	824000	826000	chr4	872000	874000	4213	4237	-0.0045975981	0.943099768377188	1
chr4	840000	842000	chr4	864000	866000	4221	4233	0.2519294415	0.00030175237795562255	0.007183018562204493
chr4	840000	842000	chr4	872000	874000	4221	4237	0.3660184778	8.993686317722886e-08	1.23101081473832e-05
chr4	840000	842000	chr4	876000	878000	4221	4239	0.0716941616	0.3171651819810838	0.6431405079060866
chr4	840000	842000	chr4	878000	880000	4221	4240	-0.0546538142	0.44606068602001436	0.7519488842321875
chr4	864000	866000	chr4	876000	878000	4233	4239			
chr4	864000	866000	chr4	878000	880000	4233	4240			
chr4	864000	866000	chr4	896000	898000	4233	4249			
chr4	864000	866000	chr4	898000	900000	4233	4250			
chr4	864000	866000	chr4	900000	902000	4233	4251			
chr4	872000	874000	chr4	896000	898000	4237	4249	-0.1538248731	0.050562114506428835	0.22279885466615523
chr4	872000	874000	chr4	898000	900000	4237	4250	-0.1657010298	0.029214298469994966	0.16035468679480838
chr4	872000	874000	chr4	900000	902000	4237	4251	-0.1479970232	0.0448746589447079	0.21050997614995134
chr4	872000	874000	chr4	920000	922000	4237	4261			
chr4	876000	878000	chr4	896000	898000	4239	4249	-0.2702463209	0.0006338920044798129	0.012154373933379717
chr4	876000	878000	chr4	898000	900000	4239	4250	-0.2385017333	0.0019042275273739204	0.024971606496699918
chr4	876000	878000	chr4	900000	902000	4239	4251	-0.1839671232	0.014102613548012293	0.10294907890048974
chr4	876000	878000	chr4	920000	922000	4239	4261			
chr4	878000	880000	chr4	896000	898000	4240	4249	-0.2392909997	0.003090314638418089	0.03524890134445633
chr4	878000	880000	chr4	898000	900000	4240	4250	-0.1903956815	0.015401358967330891	0.10741712146004666
chr4	878000	880000	chr4	900000	902000	4240	4251	-0.1097663105	0.15193363696307777	0.41718336874246426
chr4	878000	880000	chr4	920000	922000	4240	4261			
chr4	896000	898000	chr4	920000	922000	4249	4261	0.0588350949	0.3545835838711745	0.6734935374482846
chr4	896000	898000	chr4	934000	936000	4249	4268			
chr4	896000	898000	chr4	936000	938000	4249	4269			
chr4	898000	900000	chr4	920000	922000	4250	4261	0.0093133489	0.8815395162078004	1
chr4	898000	900000	chr4	934000	936000	4250	4268			
chr4	898000	900000	chr4	936000	938000	4250	4269			
chr4	900000	902000	chr4	920000	922000	4251	4261	-0.0746895197	0.22317617614613547	0.5261088608487241
chr4	900000	902000	chr4	934000	936000	4251	4268			
chr4	900000	902000	chr4	936000	938000	4251	4269			
chr4	920000	922000	chr4	934000	936000	4261	4268	-0.0779590494	0.2252404507233979	0.5292667243393148
chr4	920000	922000	chr4	936000	938000	4261	4269	-0.0582972006	0.35610829763974694	0.674075183667749
chr4	920000	922000	chr4	956000	958000	4261	4279			
chr4	920000	922000	chr4	966000	968000	4261	4284			
chr4	920000	922000	chr4	968000	970000	4261	4285			
chr4	934000	936000	chr4	956000	958000	4268	4279	-0.0383055803	0.5281071327349441	0.821604501460358
chr4	934000	936000	chr4	966000	968000	4268	4284			
chr4	934000	936000	chr4	968000	970000	4268	4285			
chr4	936000	938000	chr4	956000	958000	4269	4279	-0.0221178109	0.7187644219477105	0.9393912962384338
chr4	936000	938000	chr4	966000	968000	4269	4284			
chr4	936000	938000	chr4	968000	970000	4269	4285			
chr4	936000	938000	chr4	986000	988000	4269	4294			
chr4	956000	958000	chr4	966000	968000	4279	4284	0.0057605374	0.9345863321553836	1
chr4	956000	958000	chr4	968000	970000	4279	4285	-0.0073274991	0.9180834570571829	1
chr4	956000	958000	chr4	986000	988000	4279	4294	0.1177415324	0.094351728225331	0.3245774841320002
chr4	956000	958000	chr4	994000	996000	4279	4298			
